Method,Dimension,Lambda,ARL,h,ARL_observed
ssMEWMA,50,0.9,100,72.35951138,100.0261
ssMEWMA,50,0.9,200,78.05960234,199.812
ssMEWMA,50,0.9,500,83.23687639,500.052
ssMEWMA,50,0.9,1000,86.44459184,1000.3679
ssMEWMA,50,0.9,2000,89.545793215,1998.3064
ssMEWMA,50,0.95,100,72.38105396,99.8078
ssMEWMA,50,0.95,200,78.0256068,199.9438
ssMEWMA,50,0.95,500,83.2164064,500.2008
ssMEWMA,50,0.95,1000,86.44951198,999.6376
ssMEWMA,50,0.95,2000,89.53,1999.6739
ssMEWMC,2,0.05,100,0.1796894531,99.9511
ssMEWMC,2,0.05,200,0.23109375000000001,199.9689
ssMEWMC,2,0.05,500,0.295553125,500.2797
ssMEWMC,2,0.05,1000,0.342,1000.7198
ssMEWMC,2,0.05,2000,0.38848499999999997,2001.8842
ssMEWMC,2,0.1,100,0.442515625,100.0315
ssMEWMC,2,0.1,200,0.5426774999999999,200.091
ssMEWMC,2,0.1,500,0.6691045312,500.0401
ssMEWMC,2,0.1,1000,0.765,999.8092
ssMEWMC,2,0.1,2000,0.8638090625,1999.696
ssMEWMC,2,0.2,100,1.0458681641,100.0635
ssMEWMC,2,0.2,200,1.247779375,200.1843
ssMEWMC,2,0.2,500,1.514053125,499.9981
ssMEWMC,2,0.2,1000,1.72238375,1000.6797
ssMEWMC,2,0.2,2000,1.9408178125000002,2000.2482
ssMEWMC,2,0.3,100,1.7235429687,99.9218
ssMEWMC,2,0.3,200,2.035726875,199.9068
ssMEWMC,2,0.3,500,2.4617690625,499.7708
ssMEWMC,2,0.3,1000,2.7926903125,999.58
ssMEWMC,2,0.3,2000,3.133020625,1999.6537
ssMEWMC,2,0.4,100,2.466988033,99.997
ssMEWMC,2,0.4,200,2.9034222773,199.9549
ssMEWMC,2,0.4,500,3.4970146744,499.588
ssMEWMC,2,0.4,1000,3.960977745,999.6348
ssMEWMC,2,0.4,2000,4.4282713769,1998.3528
ssMEWMC,2,0.5,100,3.2874024663,99.9773
ssMEWMC,2,0.5,200,3.8463886251,200.0745
ssMEWMC,2,0.5,500,4.6142345053,500.3413
ssMEWMC,2,0.5,1000,5.2118875913,999.9329
ssMEWMC,2,0.5,2000,5.8081993102,2000.4462446245
ssMEWMC,2,0.6,100,4.2035813627,100.0289
ssMEWMC,2,0.6,200,4.8793859749,199.9503
ssMEWMC,2,0.6,500,5.8292498756,499.8749
ssMEWMC,2,0.6,1000,6.5651196802000005,1000.4776
ssMEWMC,2,0.6,2000,7.2885728533,2001.802680268
ssMEWMC,2,0.7,100,5.2322646273,99.9905
ssMEWMC,2,0.7,200,6.045892129,200.1526
ssMEWMC,2,0.7,500,7.1713990288,499.609
ssMEWMC,2,0.7,1000,8.0374031826,999.2096
ssMEWMC,2,0.7,2000,8.895860989500001,2000.2995
ssMEWMC,2,0.8,100,6.4741434115,100.0807
ssMEWMC,2,0.8,200,7.3931246908,199.8367
ssMEWMC,2,0.8,500,8.7158399627,499.5805
ssMEWMC,2,0.8,1000,9.7109527235,1000.221
ssMEWMC,2,0.8,2000,10.6970740608,1998.1867
ssMEWMC,2,0.9,100,8.1465018756,100.0018
ssMEWMC,2,0.9,200,9.1907829062,200.0588
ssMEWMC,2,0.9,500,10.6750687241,500.4487
ssMEWMC,2,0.9,1000,11.8027091358,1000.9661
ssMEWMC,2,0.9,2000,12.9425230928,1998.1793
ssMEWMC,2,0.95,100,9.4923868203,99.9268
ssMEWMC,2,0.95,200,10.5743271843,199.9533
ssMEWMC,2,0.95,500,12.1450350873,500.1743
ssMEWMC,2,0.95,1000,13.3381257545,1000.4912
ssMEWMC,2,0.95,2000,14.549910326,2000.6695
ssMEWMC,3,0.05,100,0.2954150391,100.0561
ssMEWMC,3,0.05,200,0.3609785156,200.0285
ssMEWMC,3,0.05,500,0.441275625,499.7043
ssMEWMC,3,0.05,1000,0.4960775,1000.1692
ssMEWMC,3,0.05,2000,0.5511445312000001,2001.3515
ssMEWMC,3,0.1,100,0.7033085938,100.0673
ssMEWMC,3,0.1,200,0.8249135742,200.0784
ssMEWMC,3,0.1,500,0.9813065625,499.6657
ssMEWMC,3,0.1,1000,1.0946010742,1000.2991
ssMEWMC,3,0.1,2000,1.2035639062,1998.3826
ssMEWMC,3,0.2,100,1.6255053711,100.0659
ssMEWMC,3,0.2,200,1.8748007812,199.8784
ssMEWMC,3,0.2,500,2.1943140625,499.9869
ssMEWMC,3,0.2,1000,2.433796875,1000.4114
ssMEWMC,3,0.2,2000,2.668499375,1999.1671
ssMEWMC,3,0.3,100,2.6693476562000003,100.07
ssMEWMC,3,0.3,200,3.0487836914,199.9895
ssMEWMC,3,0.3,500,3.55,499.7549
ssMEWMC,3,0.3,1000,3.9177753125,1000.3319
ssMEWMC,3,0.3,2000,4.28934,1999.1293
ssMEWMC,3,0.4,100,3.8331360080000003,100.0022
ssMEWMC,3,0.4,200,4.3540123409,199.8628
ssMEWMC,3,0.4,500,5.0222469462,499.8964
ssMEWMC,3,0.4,1000,5.5435309625,1000.9719
ssMEWMC,3,0.4,2000,6.0500766877,2001.3512
ssMEWMC,3,0.5,100,5.1458198657,100.007
ssMEWMC,3,0.5,200,5.7958919634,199.9462
ssMEWMC,3,0.5,500,6.6494340257,499.8893
ssMEWMC,3,0.5,1000,7.3180781233,1000.0478
ssMEWMC,3,0.5,2000,7.9581583952,1999.1107
ssMEWMC,3,0.6,100,6.62018021,99.9179
ssMEWMC,3,0.6,200,7.4138464925,199.9932
ssMEWMC,3,0.6,500,8.477338448,499.8522
ssMEWMC,3,0.6,1000,9.2752267636,999.2258
ssMEWMC,3,0.6,2000,10.0605213136,1999.5805580558
ssMEWMC,3,0.7,100,8.3539902454,100.0459
ssMEWMC,3,0.7,200,9.3054417113,200.0656
ssMEWMC,3,0.7,500,10.5399450052,500.1936
ssMEWMC,3,0.7,1000,11.498429743199999,999.915
ssMEWMC,3,0.7,2000,12.4137492465,1999.1131
ssMEWMC,3,0.8,100,10.5183923506,99.9216
ssMEWMC,3,0.8,200,11.6116363771,200.0297
ssMEWMC,3,0.8,500,13.0409341423,499.5376
ssMEWMC,3,0.8,1000,14.1465157926,1000.5194
ssMEWMC,3,0.8,2000,15.2149626717,1998.7042
ssMEWMC,3,0.9,100,13.6871917087,99.9244
ssMEWMC,3,0.9,200,14.9428988546,200.1985
ssMEWMC,3,0.9,500,16.5571100259,500.4035
ssMEWMC,3,0.9,1000,17.8074710955,1000.3175
ssMEWMC,3,0.9,2000,19.0100772951,1999.1137
ssMEWMC,3,0.95,100,16.4377287172,99.9759
ssMEWMC,3,0.95,200,17.791500362,200.1063
ssMEWMC,3,0.95,500,19.4853690271,500.0678
ssMEWMC,3,0.95,1000,20.805532863,999.2967
ssMEWMC,3,0.95,2000,22.0935574923,2001.9442
ssMEWMC,4,0.05,100,0.4377128906,100.036
ssMEWMC,4,0.05,200,0.5174384766,200.1089
ssMEWMC,4,0.05,500,0.6109045312,500.2922
ssMEWMC,4,0.05,1000,0.673,1000.8328
ssMEWMC,4,0.05,2000,0.7331145312,1998.7595
ssMEWMC,4,0.1,100,1.0149492187,99.9826
ssMEWMC,4,0.1,200,1.1627211914,199.9057
ssMEWMC,4,0.1,500,1.3403618164,499.963
ssMEWMC,4,0.1,1000,1.466083125,999.9162
ssMEWMC,4,0.1,2000,1.5870075,1999.844
ssMEWMC,4,0.2,100,2.3275180664,100.0381
ssMEWMC,4,0.2,200,2.609552002,199.8795
ssMEWMC,4,0.2,500,2.9676464844,499.8512
ssMEWMC,4,0.2,1000,3.228980625,1000.7429
ssMEWMC,4,0.2,2000,3.489179375,2001.5303
ssMEWMC,4,0.3,100,3.8108823242,100.0463
ssMEWMC,4,0.3,200,4.2383359375,200.0275
ssMEWMC,4,0.3,500,4.7859790039,500.3882
ssMEWMC,4,0.3,1000,5.1931884375,1000.4124
ssMEWMC,4,0.3,2000,5.59636875,2001.3454
ssMEWMC,4,0.4,100,5.4653072416,99.9075
ssMEWMC,4,0.4,200,6.0607171089,200.0034
ssMEWMC,4,0.4,500,6.792698392,499.6928
ssMEWMC,4,0.4,1000,7.3543967524,999.1819
ssMEWMC,4,0.4,2000,7.9040045688,2000.2759
ssMEWMC,4,0.5,100,7.3512790309,100.0559
ssMEWMC,4,0.5,200,8.0949450113,199.8335
ssMEWMC,4,0.5,500,9.0249637253,500.0342
ssMEWMC,4,0.5,1000,9.7451528126,1000.4933
ssMEWMC,4,0.5,2000,10.4356112792,1999.5403
ssMEWMC,4,0.6,100,9.5227231205,100.06
ssMEWMC,4,0.6,200,10.4289843959,200.1611
ssMEWMC,4,0.6,500,11.553666936,499.5954
ssMEWMC,4,0.6,1000,12.425476028,1000.8439
ssMEWMC,4,0.6,2000,13.2748039529,1999.1959
ssMEWMC,4,0.7,100,12.1238355669,99.9675
ssMEWMC,4,0.7,200,13.2169272167,200.0906
ssMEWMC,4,0.7,500,14.5208645979,500.3665
ssMEWMC,4,0.7,1000,15.5528965579,999.9597
ssMEWMC,4,0.7,2000,16.5676784362,2000.908
ssMEWMC,4,0.8,100,15.5139155334,99.9842
ssMEWMC,4,0.8,200,16.754086160299998,200.0601
ssMEWMC,4,0.8,500,18.2709574751,500.3635
ssMEWMC,4,0.8,1000,19.4480083097,1000.2991
ssMEWMC,4,0.8,2000,20.6175999749,2001.6036
ssMEWMC,4,0.9,100,20.7374899119,100.0382
ssMEWMC,4,0.9,200,22.1294806668,199.9662
ssMEWMC,4,0.9,500,23.8712772584,499.9526
ssMEWMC,4,0.9,1000,25.2063519218,999.8981
ssMEWMC,4,0.9,2000,26.5459346184,1998.8845
ssMEWMC,4,0.95,100,25.5273034751,99.9434
ssMEWMC,4,0.95,200,27.0208475863,199.9737
ssMEWMC,4,0.95,500,28.8719959141,499.948
ssMEWMC,4,0.95,1000,30.2993528694,1000.2455
ssMEWMC,4,0.95,2000,31.7131470479,2001.9144
ssMEWMC,5,0.05,100,0.6033339844,100.0378
ssMEWMC,5,0.05,200,0.6992578125000001,200.1509
ssMEWMC,5,0.05,500,0.8062774658,500.2161
ssMEWMC,5,0.05,1000,0.8765474999999999,1000.9136
ssMEWMC,5,0.05,2000,0.9417056250000001,1999.3988
ssMEWMC,5,0.1,100,1.3803222656,99.9225
ssMEWMC,5,0.1,200,1.5551938477,199.9252
ssMEWMC,5,0.1,500,1.7542740625,499.6134
ssMEWMC,5,0.1,1000,1.891,999.9388
ssMEWMC,5,0.1,2000,2.0253164062,1999.0481
ssMEWMC,5,0.2,100,3.1297946777,99.9107
ssMEWMC,5,0.2,200,3.4621259766,199.9308
ssMEWMC,5,0.2,500,3.8616032812,499.9517
ssMEWMC,5,0.2,1000,4.1391159375,999.4992
ssMEWMC,5,0.2,2000,4.419,1998.9756975698
ssMEWMC,5,0.3,100,5.1231181641,99.9669
ssMEWMC,5,0.3,200,5.6076291504,200.1692
ssMEWMC,5,0.3,500,6.2131696875,499.6398
ssMEWMC,5,0.3,1000,6.6478425,999.4502
ssMEWMC,5,0.3,2000,7.0768940625,2000.3444344434
ssMEWMC,5,0.4,100,7.3857144898,99.9828
ssMEWMC,5,0.4,200,8.0296185216,199.9838
ssMEWMC,5,0.4,500,8.8389335347,500.0948
ssMEWMC,5,0.4,1000,9.4269457251,999.615
ssMEWMC,5,0.4,2000,10.01095634,1999.462
ssMEWMC,5,0.5,100,9.9546829826,99.9793
ssMEWMC,5,0.5,200,10.7644603765,200.0911
ssMEWMC,5,0.5,500,11.7948107984,499.9914
ssMEWMC,5,0.5,1000,12.5442563022,1000.3446
ssMEWMC,5,0.5,2000,44.3564415525,
ssMEWMC,5,0.6,100,12.9777223816,100.0059
ssMEWMC,5,0.6,200,13.9506594283,199.8149
ssMEWMC,5,0.6,500,15.2027347874,500.2086
ssMEWMC,5,0.6,1000,16.1000634118,1000.3342
ssMEWMC,5,0.6,2000,17.002781738,1999.0448
ssMEWMC,5,0.7,100,16.6811295553,100.063
ssMEWMC,5,0.7,200,17.8464234337,199.8565
ssMEWMC,5,0.7,500,19.3059364803,500.02
ssMEWMC,5,0.7,1000,20.3643167895,999.9292
ssMEWMC,5,0.7,2000,21.4242489298,2001.7097
ssMEWMC,5,0.8,100,21.623397929,99.9941
ssMEWMC,5,0.8,200,22.972320397,200.1628
ssMEWMC,5,0.8,500,24.6445344344,499.8265
ssMEWMC,5,0.8,1000,25.8669819408,999.0521
ssMEWMC,5,0.8,2000,27.0776189181,1999.0629
ssMEWMC,5,0.9,100,29.569725408300002,100.0419
ssMEWMC,5,0.9,200,31.0732253423,200.0002
ssMEWMC,5,0.9,500,32.9637375311,499.7272
ssMEWMC,5,0.9,1000,34.3474619054,999.8207
ssMEWMC,5,0.9,2000,35.7379181798,2001.8338
ssMEWMC,5,0.95,100,37.1133824638,100.0139
ssMEWMC,5,0.95,200,38.7061951434,199.9656
ssMEWMC,5,0.95,500,40.7106567497,500.254
ssMEWMC,5,0.95,1000,42.1737403684,1000.6134
ssMEWMC,5,0.95,2000,43.6552969269,2001.1471
ssMEWMC,6,0.05,100,0.7913267578000001,99.9762
ssMEWMC,6,0.05,200,0.9054703125,199.9578
ssMEWMC,6,0.05,500,1.0237611084,500.2652
ssMEWMC,6,0.05,1000,1.1026564453,1000.2337
ssMEWMC,6,0.05,2000,1.1761661133,1999.985
ssMEWMC,6,0.1,100,1.7997357422,100.0177
ssMEWMC,6,0.1,200,1.9960224121,199.9865
ssMEWMC,6,0.1,500,2.2161807129,500.0128
ssMEWMC,6,0.1,1000,2.3664738525,999.6786
ssMEWMC,6,0.1,2000,2.5180190277,1999.5603560356
ssMEWMC,6,0.2,100,4.0617059082,99.9927
ssMEWMC,6,0.2,200,4.4296468506,199.963
ssMEWMC,6,0.2,500,4.8685739502,500.4569
ssMEWMC,6,0.2,1000,5.1684456024,999.2815
ssMEWMC,6,0.2,2000,5.4659502136,2000.962
ssMEWMC,6,0.3,100,6.6436576172,99.9988
ssMEWMC,6,0.3,200,7.1844741211,200.0116
ssMEWMC,6,0.3,500,7.8404417908,499.8669
ssMEWMC,6,0.3,1000,8.3071640869,1000.5853
ssMEWMC,6,0.3,2000,8.7683995483,1998.3532
ssMEWMC,6,0.4,100,9.5917169801,100.0969
ssMEWMC,6,0.4,200,10.3051555776,199.9538
ssMEWMC,6,0.4,500,11.185312305,500.3472
ssMEWMC,6,0.4,1000,11.806507687,1000.9744
ssMEWMC,6,0.4,2000,12.4205685368,1998.8792
ssMEWMC,6,0.5,100,12.9861385256,99.9541
ssMEWMC,6,0.5,200,13.8721686463,200.0079
ssMEWMC,6,0.5,500,14.9846981522,500.2275
ssMEWMC,6,0.5,1000,15.7642347773,1000.3305
ssMEWMC,6,0.5,2000,16.5516729975,1998.6692
ssMEWMC,6,0.6,100,17.032655567,99.9042
ssMEWMC,6,0.6,200,18.0997904468,199.9296
ssMEWMC,6,0.6,500,19.4370339525,499.7877
ssMEWMC,6,0.6,1000,20.3817325547,999.8961
ssMEWMC,6,0.6,2000,21.3431282035,1999.4007
ssMEWMC,6,0.7,100,22.1050799538,99.959
ssMEWMC,6,0.7,200,23.331610158,199.9887
ssMEWMC,6,0.7,500,24.9126525437,499.7142
ssMEWMC,6,0.7,1000,26.0163728379,999.4447
ssMEWMC,6,0.7,2000,27.1494427712,2000.7389
ssMEWMC,6,0.8,100,28.9809934209,100.0471
ssMEWMC,6,0.8,200,30.3916534878,199.9115
ssMEWMC,6,0.8,500,32.1963880824,499.9524
ssMEWMC,6,0.8,1000,33.4927781546,999.5482
ssMEWMC,6,0.8,2000,34.7946817136,1999.5762
ssMEWMC,6,0.9,100,40.286730448,99.9972
ssMEWMC,6,0.9,200,41.9054690415,200.1855
ssMEWMC,6,0.9,500,43.9475231254,499.9317
ssMEWMC,6,0.9,1000,45.4019311864,999.6349
ssMEWMC,6,0.9,2000,46.8855698513,2001.0267
ssMEWMC,6,0.95,100,51.2679043125,100.0102
ssMEWMC,6,0.95,200,52.9628322723,199.9945
ssMEWMC,6,0.95,500,55.1218998077,499.8879
ssMEWMC,6,0.95,1000,56.6660485761,999.7083
ssMEWMC,6,0.95,2000,58.2226259816,1999.267
ssMEWMC,7,0.05,100,1.0065039258,100.0558
ssMEWMC,7,0.05,200,1.1377198828,200.1727
ssMEWMC,7,0.05,500,1.2710210052,499.836
ssMEWMC,7,0.05,1000,1.3565579663,999.5998
ssMEWMC,7,0.05,2000,1.4383593713,1998.2333
ssMEWMC,7,0.1,100,2.2711140918,99.9643
ssMEWMC,7,0.1,200,2.4938404956,200.0527
ssMEWMC,7,0.1,500,2.7371098273000003,499.8966
ssMEWMC,7,0.1,1000,2.903206687,1000.8486
ssMEWMC,7,0.1,2000,3.061936203,1999.0263
ssMEWMC,7,0.2,100,5.1196969751,100.0357
ssMEWMC,7,0.2,200,5.5259775549,200.0529
ssMEWMC,7,0.2,500,5.9946078296,500.4545
ssMEWMC,7,0.2,1000,6.3273148206,999.6151
ssMEWMC,7,0.2,2000,6.6483226565999995,2000.0977
ssMEWMC,7,0.3,100,8.3873718018,99.9029
ssMEWMC,7,0.3,200,8.976214054,200.0335
ssMEWMC,7,0.3,500,9.678743877,500.3731
ssMEWMC,7,0.3,1000,10.1776615015,999.9824
ssMEWMC,7,0.3,2000,10.6651774023,2001.5597
ssMEWMC,7,0.4,100,12.1297487461,99.9773
ssMEWMC,7,0.4,200,12.9109866132,199.8338
ssMEWMC,7,0.4,500,13.8335742888,499.8202
ssMEWMC,7,0.4,1000,14.5094504153,1000.7677
ssMEWMC,7,0.4,2000,15.1720592919,2000.2477
ssMEWMC,7,0.5,100,16.5159435622,99.9837
ssMEWMC,7,0.5,200,17.4732162254,200.1234
ssMEWMC,7,0.5,500,18.633236975,500.1888
ssMEWMC,7,0.5,1000,19.4825095105,999.2592
ssMEWMC,7,0.5,2000,20.2994805813,1999.3719
ssMEWMC,7,0.6,100,21.7964028548,99.9737
ssMEWMC,7,0.6,200,22.9365069087,200.0629
ssMEWMC,7,0.6,500,24.3306549175,499.7318
ssMEWMC,7,0.6,1000,25.352147499,999.5049
ssMEWMC,7,0.6,2000,26.3249046112,1999.7318
ssMEWMC,7,0.7,100,28.4692573836,100.009
ssMEWMC,7,0.7,200,29.8067703767,199.8822
ssMEWMC,7,0.7,500,31.4241109282,500.2616
ssMEWMC,7,0.7,1000,32.6201651674,999.6472
ssMEWMC,7,0.7,2000,33.7557801467,1999.0881
ssMEWMC,7,0.8,100,37.6752914502,99.9782
ssMEWMC,7,0.8,200,39.2145226987,199.9083
ssMEWMC,7,0.8,500,41.0745163611,500.0783
ssMEWMC,7,0.8,1000,42.416325873,999.8422
ssMEWMC,7,0.8,2000,43.7445332855,2001.119
ssMEWMC,7,0.9,100,53.0693098834,100.0373
ssMEWMC,7,0.9,200,54.8098824707,199.816
ssMEWMC,7,0.9,500,56.9173457877,500.0339
ssMEWMC,7,0.9,1000,58.4132172203,999.9382
ssMEWMC,7,0.9,2000,59.9321515982,1998.4751
ssMEWMC,7,0.95,100,68.1394120381,100.058
ssMEWMC,7,0.95,200,70.0039982964,199.9355
ssMEWMC,7,0.95,500,72.2288700411,499.8664
ssMEWMC,7,0.95,1000,73.815753015,1000.239
ssMEWMC,7,0.95,2000,75.442289415,2000.7885
ssMEWMC,8,0.05,100,1.2475623735,99.9419
ssMEWMC,8,0.05,200,1.3960095227,200.0062
ssMEWMC,8,0.05,500,1.541251015,499.6719
ssMEWMC,8,0.05,1000,1.6384234775,999.8152
ssMEWMC,8,0.05,2000,1.7228344596,2000.6807
ssMEWMC,8,0.1,100,2.7968888118,100.0376
ssMEWMC,8,0.1,200,3.0444376373,199.8284
ssMEWMC,8,0.1,500,3.3130454265,499.6532
ssMEWMC,8,0.1,1000,3.4949856959,999.0265
ssMEWMC,8,0.1,2000,3.6595557999,1998.2836
ssMEWMC,8,0.2,100,6.2887249022,99.9817
ssMEWMC,8,0.2,200,6.7407537634,200.144
ssMEWMC,8,0.2,500,7.2617911403,499.6693
ssMEWMC,8,0.2,1000,7.6121793849,1000.47
ssMEWMC,8,0.2,2000,7.9450771816,2001.9178
ssMEWMC,8,0.3,100,10.3199576138,99.9811
ssMEWMC,8,0.3,200,10.9759105562,199.9316
ssMEWMC,8,0.3,500,11.7305054327,499.5148
ssMEWMC,8,0.3,1000,12.2702814736,1000.3826
ssMEWMC,8,0.3,2000,12.7756165493,1999.5086
ssMEWMC,8,0.4,100,14.9917896149,100.0359
ssMEWMC,8,0.4,200,15.8498932773,200.0471
ssMEWMC,8,0.4,500,16.8393410671,500.3624
ssMEWMC,8,0.4,1000,17.5516947108,1000.0463
ssMEWMC,8,0.4,2000,18.2268029094,1998.3795
ssMEWMC,8,0.5,100,20.499997753,99.9472
ssMEWMC,8,0.5,200,21.5498063438,199.9292
ssMEWMC,8,0.5,500,22.7972779383,500.1293
ssMEWMC,8,0.5,1000,23.6695112234,1000.197
ssMEWMC,8,0.5,2000,24.5233699894,2000.0154
ssMEWMC,8,0.6,100,27.2060727679,99.9315
ssMEWMC,8,0.6,200,28.4367429662,200.0579
ssMEWMC,8,0.6,500,29.9475858065,500.4462
ssMEWMC,8,0.6,1000,30.9788033058,1000.5889
ssMEWMC,8,0.6,2000,32.0026203294,1998.3276
ssMEWMC,8,0.7,100,35.777810031,100.0395
ssMEWMC,8,0.7,200,37.2040657731,200.0299
ssMEWMC,8,0.7,500,38.9700113518,499.6388
ssMEWMC,8,0.7,1000,40.1732802372,999.1995
ssMEWMC,8,0.7,2000,41.3714456159,1999.1288
ssMEWMC,8,0.8,100,47.7108033782,99.9424
ssMEWMC,8,0.8,200,49.3465778933,199.9964
ssMEWMC,8,0.8,500,51.3668221319,500.0776
ssMEWMC,8,0.8,1000,52.7551641921,1000.2865
ssMEWMC,8,0.8,2000,54.1411349443,2000.9811
ssMEWMC,8,0.9,100,67.8791184314,99.9448
ssMEWMC,8,0.9,200,69.7257532945,200.1432
ssMEWMC,8,0.9,500,71.9702396866,500.3815
ssMEWMC,8,0.9,1000,73.5693350096,999.8892
ssMEWMC,8,0.9,2000,75.0912211314,1998.4627
ssMEWMC,8,0.95,100,87.7843060957,100.0893
ssMEWMC,8,0.95,200,89.7264077051,199.8766
ssMEWMC,8,0.95,500,92.1022711897,500.2417
ssMEWMC,8,0.95,1000,93.7897741421,999.6621
ssMEWMC,8,0.95,2000,95.4034321764,2001.2598
ssMEWMC,9,0.05,100,1.5162125633999999,99.9891
ssMEWMC,9,0.05,200,1.6786096703000002,200.1464
ssMEWMC,9,0.05,500,1.8415456080000001,499.9742
ssMEWMC,9,0.05,1000,1.9453283399,1000.2717
ssMEWMC,9,0.05,2000,2.0362263721,1998.0395
ssMEWMC,9,0.1,100,3.3811635832,100.0036
ssMEWMC,9,0.1,200,3.6585514877,200.1885
ssMEWMC,9,0.1,500,3.952428384,500.0772
ssMEWMC,9,0.1,1000,4.1419751759,1000.6549
ssMEWMC,9,0.1,2000,4.3208459778,2001.4025
ssMEWMC,9,0.2,100,7.6013536084,100.015
ssMEWMC,9,0.2,200,8.1062105978,200.1017
ssMEWMC,9,0.2,500,8.6589067393,500.1217
ssMEWMC,9,0.2,1000,9.0270047563,1000.5731
ssMEWMC,9,0.2,2000,9.3834039897,2001.5768
ssMEWMC,9,0.3,100,12.509541237,100.0233
ssMEWMC,9,0.3,200,13.2085448663,199.88
ssMEWMC,9,0.3,500,14.0438538373,500.469
ssMEWMC,9,0.3,1000,14.5946417138,1000.3665
ssMEWMC,9,0.3,2000,15.1211981078,1999.1813
ssMEWMC,9,0.4,100,18.2233342413,100.0137
ssMEWMC,9,0.4,200,19.1524652153,200.0341
ssMEWMC,9,0.4,500,20.2341992239,500.4514
ssMEWMC,9,0.4,1000,20.9667530229,1000.3438
ssMEWMC,9,0.4,2000,21.6563439039,2001.5415
ssMEWMC,9,0.5,100,25.0206952892,99.9754
ssMEWMC,9,0.5,200,26.1684956571,199.8449
ssMEWMC,9,0.5,500,27.4817224639,499.7447
ssMEWMC,9,0.5,1000,28.4009711048,999.9265
ssMEWMC,9,0.5,2000,29.2657501094,2000.7908
ssMEWMC,9,0.6,100,33.3568180274,99.9648
ssMEWMC,9,0.6,200,34.7180732917,199.8986
ssMEWMC,9,0.6,500,36.2837516332,500.2292
ssMEWMC,9,0.6,1000,37.370989049,999.5184
ssMEWMC,9,0.6,2000,38.4019035883,1999.2554
ssMEWMC,9,0.7,100,44.1105970287,99.986
ssMEWMC,9,0.7,200,45.6755094018,199.9163
ssMEWMC,9,0.7,500,47.473492577,499.9254
ssMEWMC,9,0.7,1000,48.7508928635,999.6712
ssMEWMC,9,0.7,2000,49.9725162918,2000.6962
ssMEWMC,9,0.8,100,59.2061103214,100.0257
ssMEWMC,9,0.8,200,61.0016005533,199.8827
ssMEWMC,9,0.8,500,63.0313224028,500.3123
ssMEWMC,9,0.8,1000,64.4827587969,1000.0094
ssMEWMC,9,0.8,2000,65.8848604994,1999.3331
ssMEWMC,9,0.9,100,84.83000117,100.089
ssMEWMC,9,0.9,200,86.8136315168,199.9446
ssMEWMC,9,0.9,500,89.1137505108,500.2187
ssMEWMC,9,0.9,1000,90.7572200153,999.4325
ssMEWMC,9,0.9,2000,92.3287865021,2000.2525
ssMEWMC,9,0.95,100,110.2345662175,100.0726
ssMEWMC,9,0.95,200,112.3457684799,200.0317
ssMEWMC,9,0.95,500,114.7608632605,500.4158
ssMEWMC,9,0.95,1000,116.5108564812,1000.7911
ssMEWMC,9,0.95,2000,118.1601825623,1998.9822
ssMEWMC,10,0.05,100,1.805859375,100.0242
ssMEWMC,10,0.05,200,1.9893076172000002,199.8778
ssMEWMC,10,0.05,500,2.1690834961,499.9402
ssMEWMC,10,0.05,1000,2.2790509033,999.7807
ssMEWMC,10,0.05,2000,2.3786282813,1998.0855
ssMEWMC,10,0.1,100,4.0232666016,99.9328
ssMEWMC,10,0.1,200,4.3230541992,200.1454
ssMEWMC,10,0.1,500,4.6457427979,500.2784
ssMEWMC,10,0.1,1000,4.8532415625,999.3536
ssMEWMC,10,0.1,2000,5.0420296875,1999.2471
ssMEWMC,10,0.2,100,9.0604094238,100.0587
ssMEWMC,10,0.2,200,9.589671875,200.1787
ssMEWMC,10,0.2,500,10.1915300293,499.6932
ssMEWMC,10,0.2,1000,10.5836542969,1000.5774
ssMEWMC,10,0.2,2000,10.963715625,2000.409
ssMEWMC,10,0.3,100,14.9373828125,100.0706
ssMEWMC,10,0.3,200,15.6933181152,200.1782
ssMEWMC,10,0.3,500,16.5567513428,500.0958
ssMEWMC,10,0.3,1000,17.1563189063,1000.2142
ssMEWMC,10,0.3,2000,17.7156158594,1998.2086
ssMEWMC,10,0.4,100,21.8325338997,99.9595
ssMEWMC,10,0.4,200,22.8190148003,199.8344
ssMEWMC,10,0.4,500,23.9394334441,500.4068
ssMEWMC,10,0.4,1000,24.7236509794,999.7476
ssMEWMC,10,0.4,2000,25.4799735099,2001.7302
ssMEWMC,10,0.5,100,30.0974575352,99.9623
ssMEWMC,10,0.5,200,31.3074342458,199.8353
ssMEWMC,10,0.5,500,32.6707528964,499.5398
ssMEWMC,10,0.5,1000,33.6485042817,1000.8181
ssMEWMC,10,0.5,2000,34.5752037664,1999.0297
ssMEWMC,10,0.6,100,40.2916230073,99.938
ssMEWMC,10,0.6,200,41.7184379604,200.0764
ssMEWMC,10,0.6,500,43.3242431797,499.9282
ssMEWMC,10,0.6,1000,44.4908112343,1000.5275
ssMEWMC,10,0.6,2000,45.6091024686,1999.7266
ssMEWMC,10,0.7,100,53.5017356176,100.031
ssMEWMC,10,0.7,200,55.1352300326,200.1901
ssMEWMC,10,0.7,500,57.0188460679,499.5881
ssMEWMC,10,0.7,1000,58.3602968401,999.7496
