Method,Dimension,Lambda,ARL,h,ARL_observed
MEWMA,8,0.2,2000,27.28715625,2001.947
MEWMA,8,0.3,100,19.13981793,99.953
MEWMA,8,0.3,200,21.2941255,200.1428
MEWMA,8,0.3,500,23.93142116,500.1391
MEWMA,8,0.3,1000,25.78214445,999.0
MEWMA,8,0.3,2000,27.60084617,2000.6483
MEWMA,8,0.4,100,19.44315599,99.9732
MEWMA,8,0.4,200,21.54273175,199.8592
MEWMA,8,0.4,500,24.11572219,500.3602
MEWMA,8,0.4,1000,25.94932744,1000.8305
MEWMA,8,0.4,2000,27.72263488,1998.3106
MEWMA,8,0.5,100,19.62932929,99.9368
MEWMA,8,0.5,200,21.682632,200.0336
MEWMA,8,0.5,500,24.21843372,499.5043
MEWMA,8,0.5,1000,26.0284501,1000.3402
MEWMA,8,0.5,2000,27.81284001,2001.5282
MEWMA,8,0.6,100,19.72045997,100.0651
MEWMA,8,0.6,200,21.750545375,200.0664
MEWMA,8,0.6,500,24.28584755,500.4458
MEWMA,8,0.6,1000,26.09366741,999.2516
MEWMA,8,0.6,2000,27.86384365,1999.0883
MEWMA,8,0.7,100,19.73998554,99.988
MEWMA,8,0.7,200,21.79139375,199.952
MEWMA,8,0.7,500,24.32577618,500.3421
MEWMA,8,0.7,1000,26.13326062,999.9367
MEWMA,8,0.7,2000,27.861973915,2000.374
MEWMA,8,0.8,100,19.78555088,99.9228
MEWMA,8,0.8,200,21.810702,199.9374
MEWMA,8,0.8,500,24.33213934,500.4738
MEWMA,8,0.8,1000,26.14047865,1000.473
MEWMA,8,0.8,2000,27.88356949,1999.6305
MEWMA,8,0.9,100,19.79856792,99.9487
MEWMA,8,0.9,200,21.8418405,200.0168
MEWMA,8,0.9,500,24.30407092,500.0274
MEWMA,8,0.9,1000,26.14604079,999.1835
MEWMA,8,0.9,2000,27.8885078925,2000.5181
MEWMA,8,0.95,100,19.79205372,99.9833
MEWMA,8,0.95,200,21.84563525,199.9125
MEWMA,8,0.95,500,24.33459626,499.7995
MEWMA,8,0.95,1000,26.12425918,1000.0273
MEWMA,8,0.95,2000,27.88758693,2001.5037
MEWMA,9,0.05,100,16.9558125,100.0585
MEWMA,9,0.05,200,19.5185625,200.1918
MEWMA,9,0.05,500,22.6573125,499.708
MEWMA,9,0.05,1000,24.859,1000.8924
MEWMA,9,0.05,2000,26.973875,1999.0923
MEWMA,9,0.1,100,18.68875,99.9575
MEWMA,9,0.1,200,21.16075,200.0414
MEWMA,9,0.1,500,24.132,500.4476
MEWMA,9,0.1,1000,26.19225,999.8932
MEWMA,9,0.1,2000,28.2266875,1998.6711
MEWMA,9,0.2,100,20.019,99.9666
MEWMA,9,0.2,200,22.393,199.9042
MEWMA,9,0.2,500,25.1955,499.793
MEWMA,9,0.2,1000,27.18525,999.4164
MEWMA,9,0.2,2000,29.12984375,2000.1736
MEWMA,9,0.3,100,20.63256586,99.9068
MEWMA,9,0.3,200,22.90031179,200.1425
MEWMA,9,0.3,500,25.60687235,499.7344
MEWMA,9,0.3,1000,27.52362225,999.7289
MEWMA,9,0.3,2000,29.41860136,2001.5391
MEWMA,9,0.4,100,20.96845222,100.0603
MEWMA,9,0.4,200,23.17615029,200.1179
MEWMA,9,0.4,500,25.82560496,500.0173
MEWMA,9,0.4,1000,27.75105489,1000.2238
MEWMA,9,0.4,2000,29.585367545,1998.3605
MEWMA,9,0.5,100,21.13030063,99.9788
MEWMA,9,0.5,200,23.31646131,200.0022
MEWMA,9,0.5,500,25.94997092,500.4318
MEWMA,9,0.5,1000,27.84525736,1000.1157
MEWMA,9,0.5,2000,29.6322812725,2000.0182
MEWMA,9,0.6,100,21.24762802,100.0094
MEWMA,9,0.6,200,23.37426088,199.928
MEWMA,9,0.6,500,26.03371536,500.2039
MEWMA,9,0.6,1000,27.84553581,999.2003
MEWMA,9,0.6,2000,29.6737714525,2001.1206
MEWMA,9,0.7,100,21.285278130000002,100.062
MEWMA,9,0.7,200,23.4354865,200.1016
MEWMA,9,0.7,500,26.02215077,500.2029
MEWMA,9,0.7,1000,27.851499595,1000.199
MEWMA,9,0.7,2000,29.698119335,2001.2267
MEWMA,9,0.8,100,21.32245745,100.0058
MEWMA,9,0.8,200,23.44680816,200.1424
MEWMA,9,0.8,500,26.01714799,499.6083
MEWMA,9,0.8,1000,27.8526153875,999.0762
MEWMA,9,0.8,2000,29.6690597275,2000.751
MEWMA,9,0.9,100,21.36057836,99.9252
MEWMA,9,0.9,200,23.45246899,200.0387
MEWMA,9,0.9,500,26.0224591,500.4999
MEWMA,9,0.9,1000,27.85756781,1000.1498
MEWMA,9,0.9,2000,29.65306509,1999.5298
MEWMA,9,0.95,100,21.38698051,99.9835
MEWMA,9,0.95,200,23.45422357,199.8837
MEWMA,9,0.95,500,26.01605146,499.7947
MEWMA,9,0.95,1000,27.85373117,1000.196
MEWMA,9,0.95,2000,29.64000013,2000.3348
MEWMA,10,0.05,100,18.23121875,100.0331
MEWMA,10,0.05,200,20.9621875,199.9707
MEWMA,10,0.05,500,24.222375,499.995
MEWMA,10,0.05,1000,26.4790625,999.039
MEWMA,10,0.05,2000,28.716,1999.1654
MEWMA,10,0.1,100,20.011625,99.9416
MEWMA,10,0.1,200,22.65,200.1838
MEWMA,10,0.1,500,25.7606875,499.7264
MEWMA,10,0.1,1000,27.95,1000.9748
MEWMA,10,0.1,2000,30.0120625,1999.2579
MEWMA,10,0.2,100,21.4581875,100.004
MEWMA,10,0.2,200,23.898125,199.8282
MEWMA,10,0.2,500,26.8224375,500.1124
MEWMA,10,0.2,1000,28.87203125,999.5622
MEWMA,10,0.2,2000,30.865,2000.3481
MEWMA,10,0.3,100,22.10854856,100.0207
MEWMA,10,0.3,200,24.448125,200.1506
MEWMA,10,0.3,500,27.23062021,499.8503
MEWMA,10,0.3,1000,29.21633335,999.5268
MEWMA,10,0.3,2000,31.16913014,2001.0742
MEWMA,10,0.4,100,22.43307239,100.0952
MEWMA,10,0.4,200,24.718125,200.0726
MEWMA,10,0.4,500,27.41935308,499.6003
MEWMA,10,0.4,1000,29.40396234,999.9572
MEWMA,10,0.4,2000,31.33572017,1998.1205
MEWMA,10,0.5,100,22.627241,100.0759
MEWMA,10,0.5,200,24.8425,199.9267
MEWMA,10,0.5,500,27.544703,500.1425
MEWMA,10,0.5,1000,29.52526764,999.6762
MEWMA,10,0.5,2000,31.40589647,2000.8029
MEWMA,10,0.6,100,22.74321682,99.9586
MEWMA,10,0.6,200,24.9459375,200.0269
MEWMA,10,0.6,500,27.63809492,499.74
MEWMA,10,0.6,1000,29.52371443,999.1274
MEWMA,10,0.6,2000,31.43037222,1999.5072
MEWMA,10,0.7,100,22.80184446,99.9702
MEWMA,10,0.7,200,25.0228125,200.0448
MEWMA,10,0.7,500,27.67165204,499.9712
MEWMA,10,0.7,1000,29.53631556,999.3262
MEWMA,10,0.7,2000,31.4375975,1999.7354
MEWMA,10,0.8,100,22.83703461,99.9171
MEWMA,10,0.8,200,25.045,200.1807
MEWMA,10,0.8,500,27.66614667,499.8993
MEWMA,10,0.8,1000,29.5645417,1000.8032
MEWMA,10,0.8,2000,31.43310403,2000.7309
MEWMA,10,0.9,100,22.88653638,100.0868
MEWMA,10,0.9,200,25.0259375,200.0302
MEWMA,10,0.9,500,27.66898684,500.1728
MEWMA,10,0.9,1000,29.58075496,999.4286
MEWMA,10,0.9,2000,31.44703547,2000.584
MEWMA,10,0.95,100,22.90347476,100.0716
MEWMA,10,0.95,200,25.0203125,199.9823
MEWMA,10,0.95,500,27.67236004,499.5823
MEWMA,10,0.95,1000,29.61620534,999.8436
MEWMA,10,0.95,2000,31.43642306,2000.2245
MEWMA,15,0.05,100,24.719,100.0499
MEWMA,15,0.05,200,27.929375,199.9381
MEWMA,15,0.05,500,31.6916875,499.8572
MEWMA,15,0.05,1000,34.3119375,1000.4911
MEWMA,15,0.05,2000,36.766875,2001.9362
MEWMA,15,0.1,100,26.8170625,99.9861
MEWMA,15,0.1,200,29.87375,199.9879
MEWMA,15,0.1,500,33.4555,499.9043
MEWMA,15,0.1,1000,35.88,999.9345
MEWMA,15,0.1,2000,38.139,1999.9993
MEWMA,15,0.2,100,28.4735,100.0827
MEWMA,15,0.2,200,31.2853125,199.945
MEWMA,15,0.2,500,34.6383125,499.5834
MEWMA,15,0.2,1000,36.95396875,999.6372
MEWMA,15,0.2,2000,39.14075,2000.8104
MEWMA,15,0.3,100,29.16142562,100.0256
MEWMA,15,0.3,200,31.86578125,199.9701
MEWMA,15,0.3,500,35.08222815,499.8412
MEWMA,15,0.3,1000,37.29217086,1000.7094
MEWMA,15,0.3,2000,39.46596293,1999.5367
MEWMA,15,0.4,100,29.51361911,99.9524
MEWMA,15,0.4,200,32.1440625,199.8812
MEWMA,15,0.4,500,35.27562776,499.9502
MEWMA,15,0.4,1000,37.481401035,999.9078
MEWMA,15,0.4,2000,39.59971746,2000.8054
MEWMA,15,0.5,100,29.72471018,100.0622
MEWMA,15,0.5,200,32.3409375,199.8828
MEWMA,15,0.5,500,35.3503014,499.5478
MEWMA,15,0.5,1000,37.57698856,999.9276
MEWMA,15,0.5,2000,39.68079042,2001.0055
MEWMA,15,0.6,100,29.87555686,100.0264
MEWMA,15,0.6,200,32.4209375,199.9692
MEWMA,15,0.6,500,35.40022652,500.0056
MEWMA,15,0.6,1000,37.6081725,999.7897
MEWMA,15,0.6,2000,39.714562015,2000.0142
MEWMA,15,0.7,100,29.9267728,99.9816
MEWMA,15,0.7,200,32.48828125,200.036
MEWMA,15,0.7,500,35.47900703,499.9489
MEWMA,15,0.7,1000,37.625725855,1000.0112
MEWMA,15,0.7,2000,39.70012675,2001.4406
MEWMA,15,0.8,100,29.97798875,100.0177
MEWMA,15,0.8,200,32.54,200.0444
MEWMA,15,0.8,500,35.48747504,499.7363
MEWMA,15,0.8,1000,37.637419835,999.3185
MEWMA,15,0.8,2000,39.6769024325,1998.6411
MEWMA,15,0.9,100,29.96265354,99.9882
MEWMA,15,0.9,200,32.533125,199.9434
MEWMA,15,0.9,500,35.49702664,499.8023
MEWMA,15,0.9,1000,37.633497075,999.4027
MEWMA,15,0.9,2000,39.695599235,2000.6357
MEWMA,15,0.95,100,29.98232969,99.9667
MEWMA,15,0.95,200,32.56875,200.0036
MEWMA,15,0.95,500,35.51547431,500.2384
MEWMA,15,0.95,1000,37.61981694,1000.1749
MEWMA,15,0.95,2000,39.65953748,1999.6804
MEWMA,20,0.05,100,30.92125,100.0725
MEWMA,20,0.05,200,34.683625,200.0344
MEWMA,20,0.05,500,38.87475,499.8252
MEWMA,20,0.05,1000,41.709,999.0834
MEWMA,20,0.05,2000,44.39075,2001.9685
MEWMA,20,0.1,100,33.237375,100.0315
MEWMA,20,0.1,200,36.719375,199.8547
MEWMA,20,0.1,500,40.7356875,500.1819
MEWMA,20,0.1,1000,43.37,999.0171
MEWMA,20,0.1,2000,45.8326875,2000.6825
MEWMA,20,0.2,100,34.9935625,99.9921
MEWMA,20,0.2,200,38.352,200.097
MEWMA,20,0.2,500,41.99225,500.2115
MEWMA,20,0.2,1000,44.5220625,999.6594
MEWMA,20,0.2,2000,46.8709375,1999.7955
MEWMA,20,0.3,100,35.80600176,99.9284
MEWMA,20,0.3,200,38.9202375,200.0649
MEWMA,20,0.3,500,42.47406834,499.8551
MEWMA,20,0.3,1000,44.897307815,1000.5598
MEWMA,20,0.3,2000,47.2426154,1998.5158
MEWMA,20,0.4,100,36.20460282,100.0394
MEWMA,20,0.4,200,39.1646625,199.9077
MEWMA,20,0.4,500,42.69134399,500.3397
MEWMA,20,0.4,1000,45.0660202,999.7572
MEWMA,20,0.4,2000,47.38165531,1999.8652
MEWMA,20,0.5,100,36.35254642,99.9073
MEWMA,20,0.5,200,39.4336,200.0846
MEWMA,20,0.5,500,42.804945835,499.6343
MEWMA,20,0.5,1000,45.13353542,999.6566
MEWMA,20,0.5,2000,47.49064243,2000.2051
MEWMA,20,0.6,100,36.56208562,99.9029
MEWMA,20,0.6,200,39.4765125,200.0156
MEWMA,20,0.6,500,42.89413573,500.3147
MEWMA,20,0.6,1000,45.22736108,999.9951
MEWMA,20,0.6,2000,47.51274222,2000.4971
MEWMA,20,0.7,100,36.58988157,100.0624
MEWMA,20,0.7,200,39.54875,199.8447
MEWMA,20,0.7,500,42.90048233,500.4891
MEWMA,20,0.7,1000,45.26108086,999.2372
MEWMA,20,0.7,2000,47.509310885,1999.1879
MEWMA,20,0.8,100,36.62549002,100.0692
MEWMA,20,0.8,200,39.550675,200.0717
MEWMA,20,0.8,500,42.93026643,500.4109
MEWMA,20,0.8,1000,45.242066265,999.1506
MEWMA,20,0.8,2000,47.500020185,2001.2525
MEWMA,20,0.9,100,36.63099982,100.0356
MEWMA,20,0.9,200,39.5447875,199.9715
MEWMA,20,0.9,500,42.93059125,500.4519
MEWMA,20,0.9,1000,45.245014865,1000.3115
MEWMA,20,0.9,2000,47.487967,2000.8866
MEWMA,20,0.95,100,36.63766097,100.0879
MEWMA,20,0.95,200,39.5535625,200.0594
MEWMA,20,0.95,500,42.91317553,499.5881
MEWMA,20,0.95,1000,45.217192295,1000.9021
MEWMA,20,0.95,2000,47.502448225,2001.9501
MEWMA,25,0.05,100,36.7267375,100.0319
MEWMA,25,0.05,200,41.11605375,199.9784
MEWMA,25,0.05,500,45.783835625,500.0155
MEWMA,25,0.05,1000,48.82906125,999.7387
MEWMA,25,0.05,2000,51.651715,2001.5131
MEWMA,25,0.1,100,39.327878749999996,99.9388
MEWMA,25,0.1,200,43.3876375,200.1955
MEWMA,25,0.1,500,47.72082,500.1808
MEWMA,25,0.1,1000,50.55545,1000.6283
MEWMA,25,0.1,2000,53.1977928125,2001.5288
MEWMA,25,0.2,100,41.3391775,99.9824
MEWMA,25,0.2,200,45.0203775,199.9907
MEWMA,25,0.2,500,49.1183575,500.2676
MEWMA,25,0.2,1000,51.837619375,999.6511
MEWMA,25,0.2,2000,54.329653125,1999.7519
MEWMA,25,0.3,100,42.12207215,99.999
MEWMA,25,0.3,200,45.7319085,200.1834
MEWMA,25,0.3,500,49.58305087,499.6908
MEWMA,25,0.3,1000,52.2110046,1000.8684
MEWMA,25,0.3,2000,54.738412665,1998.7077
MEWMA,25,0.4,100,42.52070918,100.0056
MEWMA,25,0.4,200,46.046357,200.1116
MEWMA,25,0.4,500,49.83929905,499.5706
MEWMA,25,0.4,1000,52.410857145,999.9855
MEWMA,25,0.4,2000,54.85179135,1999.6804
MEWMA,25,0.5,100,42.77573163,100.039
MEWMA,25,0.5,200,46.193445125,199.8811
MEWMA,25,0.5,500,49.984104235,499.6567
MEWMA,25,0.5,1000,52.49603821,1000.4058
MEWMA,25,0.5,2000,54.87108377,1999.4656
MEWMA,25,0.6,100,42.91699446,100.0107
MEWMA,25,0.6,200,46.277360875,200.1353
MEWMA,25,0.6,500,50.03420496,500.0738
MEWMA,25,0.6,1000,52.48277114,999.9762
MEWMA,25,0.6,2000,54.911404885,2000.0132
MEWMA,25,0.7,100,43.00903052,99.9756
MEWMA,25,0.7,200,46.29588125,200.0662
MEWMA,25,0.7,500,50.04054157,499.5538
MEWMA,25,0.7,1000,52.55250302,1000.9257
MEWMA,25,0.7,2000,54.9331171,1998.1747
MEWMA,25,0.8,100,43.03075408,100.0016
MEWMA,25,0.8,200,46.33197975,199.8456
MEWMA,25,0.8,500,50.052737545,500.3592
MEWMA,25,0.8,1000,52.534344275,999.006
MEWMA,25,0.8,2000,54.94896994,1998.0152
MEWMA,25,0.9,100,43.01138228,99.9605
MEWMA,25,0.9,200,46.332922,199.9244
MEWMA,25,0.9,500,50.002274445,499.695
MEWMA,25,0.9,1000,52.533957195,999.4319
MEWMA,25,0.9,2000,54.951726,2001.7177
MEWMA,25,0.95,100,42.98216513,99.9076
MEWMA,25,0.95,200,46.36269,199.9307
MEWMA,25,0.95,500,49.99462102,499.5351
MEWMA,25,0.95,1000,52.522044905,1000.2956
MEWMA,25,0.95,2000,54.95310403,1999.9563
MEWMA,50,0.05,100,63.646776,99.973
MEWMA,50,0.05,200,71.26838245,199.7483
MEWMA,50,0.05,500,77.93358415,500.7499
MEWMA,50,0.05,1000,82.1645016,998.8143
MEWMA,50,0.05,2000,85.6425923,2001.8746
MEWMA,50,0.1,100,67.2307152,99.9096
MEWMA,50,0.1,200,74.2877615,200.3262
MEWMA,50,0.1,500,80.3528379,499.5079
MEWMA,50,0.1,1000,84.18936775,1001.342
MEWMA,50,0.1,2000,87.57738145,1998.6821
MEWMA,50,0.2,100,70.0139528,100.1591
MEWMA,50,0.2,200,76.4381418,200.2645
MEWMA,50,0.2,500,82.12908365,500.0006
MEWMA,50,0.2,1000,85.6147472,1000.1436
MEWMA,50,0.2,2000,88.8301065,1999.6517
MEWMA,50,0.3,100,71.13158427,99.8524
MEWMA,50,0.3,200,77.33105337,199.7694
MEWMA,50,0.3,500,82.77475957,499.415
MEWMA,50,0.3,1000,86.17586311,1000.7374
MEWMA,50,0.3,2000,89.296683765,1997.0921
MEWMA,50,0.4,100,71.74448396,99.9203
MEWMA,50,0.4,200,77.70530554,199.9811
MEWMA,50,0.4,500,83.01894484,499.7883
MEWMA,50,0.4,1000,86.338003535,1001.1467
MEWMA,50,0.4,2000,89.47543545,1998.7424
MEWMA,50,0.5,100,72.10858009,99.9989
MEWMA,50,0.5,200,77.95424524,199.9534
MEWMA,50,0.5,500,83.14252123,500.1181
MEWMA,50,0.5,1000,86.442041625,999.2726
MEWMA,50,0.5,2000,89.541862825,2000.8609
MEWMA,50,0.6,100,72.28092074,99.8824
MEWMA,50,0.6,200,78.02920058,199.9795
MEWMA,50,0.6,500,83.18969881,500.4834
MEWMA,50,0.6,1000,86.4989808,1000.0672
MEWMA,50,0.6,2000,89.526249895,1999.9875
MEWMA,50,0.7,100,72.28304848,99.9185
MEWMA,50,0.7,200,78.0080845,199.8028
MEWMA,50,0.7,500,83.22203884,500.2692
MEWMA,50,0.7,1000,86.4815146275,1001.143
MEWMA,50,0.7,2000,89.55262161,1999.1809
MEWMA,50,0.8,100,72.34767622,100.0295
MEWMA,50,0.8,200,78.03384342,199.9754
MEWMA,50,0.8,500,83.25437887,500.2176
MEWMA,50,0.8,1000,86.51678283,999.067
MEWMA,50,0.8,2000,89.54969645,2001.4794
MEWMA,50,0.9,100,72.40638638,100.1224
MEWMA,50,0.9,200,78.08303984,200.116
MEWMA,50,0.9,500,83.21343889,500.6077
MEWMA,50,0.9,1000,86.47974809,999.1803
MEWMA,50,0.9,2000,89.57509009,2001.8589
MEWMA,50,0.95,100,72.44355396,100.0881
MEWMA,50,0.95,200,78.0959193,200.181
MEWMA,50,0.95,500,83.2164064,499.8155
MEWMA,50,0.95,1000,86.455371355,998.1881
MEWMA,50,0.95,2000,89.564349415,1999.0483
ssDMEWMA,2,0.05,100,3.048640625,100.0753
ssDMEWMA,2,0.05,200,4.402734375,199.8616
ssDMEWMA,2,0.05,500,6.3774375,500.4897
ssDMEWMA,2,0.05,1000,7.9535078125,1000.1613
ssDMEWMA,2,0.05,2000,9.520578125,2001.9554
ssDMEWMA,2,0.1,100,4.3498906250000005,100.0571
ssDMEWMA,2,0.1,200,5.915390625,200.0863
ssDMEWMA,2,0.1,500,7.9529765625,499.9605
ssDMEWMA,2,0.1,1000,9.52334375,999.6191
ssDMEWMA,2,0.1,2000,11.110515625,1999.2851
ssDMEWMA,2,0.2,100,5.9844375,100.0802
ssDMEWMA,2,0.2,200,7.593359375,199.8739
ssDMEWMA,2,0.2,500,9.643078125,499.692
ssDMEWMA,2,0.2,1000,11.1818125,999.889
ssDMEWMA,2,0.2,2000,12.716265625,1998.6444
ssDMEWMA,2,0.3,100,7.0270740685,99.9912
ssDMEWMA,2,0.3,200,8.621015625,199.9948
ssDMEWMA,2,0.3,500,10.632640564999999,499.881
ssDMEWMA,2,0.3,1000,12.149699855,999.311
ssDMEWMA,2,0.3,2000,13.6939915075,2000.6819
ssDMEWMA,2,0.4,100,7.758909472,100.0687
ssDMEWMA,2,0.4,200,9.3051171875,200.1153
ssDMEWMA,2,0.4,500,11.274495905,499.6093
ssDMEWMA,2,0.4,1000,12.80939469,999.7206
ssDMEWMA,2,0.4,2000,14.292042925,1999.402940294
ssDMEWMA,2,0.5,100,8.301164605,99.9132
ssDMEWMA,2,0.5,200,9.80328125,200.0714
ssDMEWMA,2,0.5,500,11.77765395,500.3791
ssDMEWMA,2,0.5,1000,13.2476104475,999.6913
ssDMEWMA,2,0.5,2000,14.71783523,1998.6959
ssDMEWMA,2,0.6,100,8.677828821,99.9887
ssDMEWMA,2,0.6,200,10.158671875,199.9344
ssDMEWMA,2,0.6,500,12.12454929,500.4533
ssDMEWMA,2,0.6,1000,13.55702027,999.1997
ssDMEWMA,2,0.6,2000,15.00329877,2001.0800080008
ssDMEWMA,2,0.7,100,8.922105246000001,99.9912
ssDMEWMA,2,0.7,200,10.387890625,199.9872
ssDMEWMA,2,0.7,500,12.32104129,500.2925
ssDMEWMA,2,0.7,1000,13.69563196,1000.8753
ssDMEWMA,2,0.7,2000,15.1044882225,2001.0587
ssDMEWMA,2,0.8,100,9.080444171,100.0628
ssDMEWMA,2,0.8,200,10.52921875,200.0799
ssDMEWMA,2,0.8,500,12.382767665,499.7337
ssDMEWMA,2,0.8,1000,13.77955615,999.0412
ssDMEWMA,2,0.8,2000,15.1675917375,2000.1734
ssDMEWMA,2,0.9,100,9.146289913,99.9255
ssDMEWMA,2,0.9,200,10.570703125,200.1659
ssDMEWMA,2,0.9,500,12.43238212,500.2027
ssDMEWMA,2,0.9,1000,13.79514103,999.5647
ssDMEWMA,2,0.9,2000,15.1803638725,1998.8253
ssDMEWMA,2,0.95,100,9.164564346,100.0172
ssDMEWMA,2,0.95,200,10.5709375,199.843
ssDMEWMA,2,0.95,500,12.43277529,499.8476
ssDMEWMA,2,0.95,1000,13.82051159,1000.2483
ssDMEWMA,2,0.95,2000,15.1955390025,2000.2712
ssDMEWMA,3,0.05,100,4.314109375,99.9985
ssDMEWMA,3,0.05,200,5.981984375,200.1738
ssDMEWMA,3,0.05,500,8.3173125,500.3886
ssDMEWMA,3,0.05,1000,10.0735546875,999.5072
ssDMEWMA,3,0.05,2000,11.784640625,2001.555
ssDMEWMA,3,0.1,100,5.8970703125,99.9393
ssDMEWMA,3,0.1,200,7.680609375,199.8349
ssDMEWMA,3,0.1,500,10.03609375,499.5216
ssDMEWMA,3,0.1,1000,11.8020703125,999.4862
ssDMEWMA,3,0.1,2000,13.49203125,2000.9105910591
ssDMEWMA,3,0.2,100,7.7863046875,99.998
ssDMEWMA,3,0.2,200,9.568671875,200.0659
ssDMEWMA,3,0.2,500,11.86359375,499.5522
ssDMEWMA,3,0.2,1000,13.58121875,1000.696
ssDMEWMA,3,0.2,2000,15.20353125,2001.014
ssDMEWMA,3,0.3,100,8.9281297,100.0085
ssDMEWMA,3,0.3,200,10.7162109375,199.8904
ssDMEWMA,3,0.3,500,12.934843665,499.881
ssDMEWMA,3,0.3,1000,14.61144122,1000.2651
ssDMEWMA,3,0.3,2000,16.1997647725,2000.8975
ssDMEWMA,3,0.4,100,9.7792032425,99.9626
ssDMEWMA,3,0.4,200,11.46953125,199.912
ssDMEWMA,3,0.4,500,13.693217535,500.2689
ssDMEWMA,3,0.4,1000,15.29689961,999.2938
ssDMEWMA,3,0.4,2000,16.844057565,1998.8555
ssDMEWMA,3,0.5,100,10.34227607,100.0518
ssDMEWMA,3,0.5,200,12.00703125,200.1413
ssDMEWMA,3,0.5,500,14.1683564975,500.1344
ssDMEWMA,3,0.5,1000,15.723819705,999.9206
ssDMEWMA,3,0.5,2000,17.27229404,2001.2304
ssDMEWMA,3,0.6,100,10.73986415,100.0985
ssDMEWMA,3,0.6,200,12.3765625,199.8237
ssDMEWMA,3,0.6,500,14.48576473,500.0222
ssDMEWMA,3,0.6,1000,15.99510347,1000.8173
ssDMEWMA,3,0.6,2000,17.523654715,2000.4132
ssDMEWMA,3,0.7,100,10.99442843,99.9296
ssDMEWMA,3,0.7,200,12.625,199.934
ssDMEWMA,3,0.7,500,14.630793795,499.9231
ssDMEWMA,3,0.7,1000,16.15176652,999.2885
ssDMEWMA,3,0.7,2000,17.662592695,2000.5633
ssDMEWMA,3,0.8,100,11.17477396,99.9534
ssDMEWMA,3,0.8,200,12.74453125,200.1896
ssDMEWMA,3,0.8,500,14.74066661,500.05
ssDMEWMA,3,0.8,1000,16.2527655075,999.7536
ssDMEWMA,3,0.8,2000,17.70192131,1999.2113
ssDMEWMA,3,0.9,100,11.22729598,99.9872
ssDMEWMA,3,0.9,200,12.7578125,200.0263
ssDMEWMA,3,0.9,500,14.78266516,500.0391
ssDMEWMA,3,0.9,1000,16.266387225,1000.4992
ssDMEWMA,3,0.9,2000,17.68126538,1998.0113
ssDMEWMA,3,0.95,100,11.23402574,100.098
ssDMEWMA,3,0.95,200,12.764453125,199.915
ssDMEWMA,3,0.95,500,14.768508175000001,500.4205
ssDMEWMA,3,0.95,1000,16.260014495,999.9703
ssDMEWMA,3,0.95,2000,17.706093665,1998.1460146015
ssDMEWMA,4,0.05,100,5.436015625,100.0061
ssDMEWMA,4,0.05,200,7.393828125,200.1423
ssDMEWMA,4,0.05,500,10.00446875,500.1783
ssDMEWMA,4,0.05,1000,11.919375,999.4645
ssDMEWMA,4,0.05,2000,13.766125,1999.7376
ssDMEWMA,4,0.1,100,7.27525,100.0078
ssDMEWMA,4,0.1,200,9.337421875,199.8484
ssDMEWMA,4,0.1,500,11.935453125,499.5901
ssDMEWMA,4,0.1,1000,13.79921875,999.3073
ssDMEWMA,4,0.1,2000,15.60040625,2001.901690169
ssDMEWMA,4,0.2,100,9.3815,99.9623
ssDMEWMA,4,0.2,200,11.39734375,199.9393
ssDMEWMA,4,0.2,500,13.862546875,499.9571
ssDMEWMA,4,0.2,1000,15.6581015625,1000.2586
ssDMEWMA,4,0.2,2000,17.371921875,2000.4753
ssDMEWMA,4,0.3,100,10.63845692,100.0171
ssDMEWMA,4,0.3,200,12.55875,200.0802
ssDMEWMA,4,0.3,500,14.97908145,500.0364
ssDMEWMA,4,0.3,1000,16.716358135,1000.5374
ssDMEWMA,4,0.3,2000,18.41193338,2000.8725872587
ssDMEWMA,4,0.4,100,11.535003075,100.082
ssDMEWMA,4,0.4,200,13.425703125,199.9644
ssDMEWMA,4,0.4,500,15.721891325,499.873
ssDMEWMA,4,0.4,1000,17.41744095,999.3904
ssDMEWMA,4,0.4,2000,19.094224825,2000.1869186919
ssDMEWMA,4,0.5,100,12.16687248,100.0859
ssDMEWMA,4,0.5,200,13.9834375,200.0369
ssDMEWMA,4,0.5,500,16.25437363,499.9871
ssDMEWMA,4,0.5,1000,17.895094525,1000.9768
ssDMEWMA,4,0.5,2000,19.50505912,1998.9136913691
ssDMEWMA,4,0.6,100,12.58778893,99.9587
ssDMEWMA,4,0.6,200,14.375703125,200.1776
ssDMEWMA,4,0.6,500,16.56648549,500.4954
ssDMEWMA,4,0.6,1000,18.203825065,1000.2504
ssDMEWMA,4,0.6,2000,19.7760822725,2000.2365
ssDMEWMA,4,0.7,100,12.89639298,99.986
ssDMEWMA,4,0.7,200,14.62859375,199.8013
ssDMEWMA,4,0.7,500,16.77329495,500.297
ssDMEWMA,4,0.7,1000,18.36266438,999.9789
ssDMEWMA,4,0.7,2000,19.899563145,2000.0062
ssDMEWMA,4,0.8,100,13.08683039,100.0075
ssDMEWMA,4,0.8,200,14.7640625,200.1225
ssDMEWMA,4,0.8,500,16.8512536,499.7787
ssDMEWMA,4,0.8,1000,18.45982122,1000.3034
ssDMEWMA,4,0.8,2000,19.97483981,1999.0042
ssDMEWMA,4,0.9,100,13.16691366,99.9505
ssDMEWMA,4,0.9,200,14.80359375,199.8832
